timestamp,language,language_code,model_id,sentence_id,category,run_number,input_text,output_file,device,sample_rate_hz,model_load_time_seconds,generation_time_seconds,audio_duration_seconds,rtf,python_version,pytorch_version,platform,success,error_message
2026-07-14 23:54:52,arabic,ar,facebook/mms-tts-ara,ar_01,normal,1,مرحباً بكم في إنفينيا، كيف يمكنني مساعدتكم اليوم؟,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_01_run_01.wav,cpu,16000,8.6792,1.878,6.48,0.2898,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:54:54,arabic,ar,facebook/mms-tts-ara,ar_01,normal,2,مرحباً بكم في إنفينيا، كيف يمكنني مساعدتكم اليوم؟,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_01_run_02.wav,cpu,16000,8.6792,2.0811,6.48,0.3212,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:54:56,arabic,ar,facebook/mms-tts-ara,ar_01,normal,3,مرحباً بكم في إنفينيا، كيف يمكنني مساعدتكم اليوم؟,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_01_run_03.wav,cpu,16000,8.6792,2.065,6.4,0.3227,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:54:57,arabic,ar,facebook/mms-tts-ara,ar_02,latency,1,تم تأكيد موعدك صباح الغد.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_02_run_01.wav,cpu,16000,8.6792,1.4732,4.08,0.3611,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:54:59,arabic,ar,facebook/mms-tts-ara,ar_02,latency,2,تم تأكيد موعدك صباح الغد.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_02_run_02.wav,cpu,16000,8.6792,1.3,4.224,0.3078,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:00,arabic,ar,facebook/mms-tts-ara,ar_02,latency,3,تم تأكيد موعدك صباح الغد.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_02_run_03.wav,cpu,16000,8.6792,1.1827,3.936,0.3005,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:01,arabic,ar,facebook/mms-tts-ara,ar_03,name,1,قدّم راتان جيوتي دراسة هندسة الصوت.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_03_run_01.wav,cpu,16000,8.6792,1.4679,4.416,0.3324,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:03,arabic,ar,facebook/mms-tts-ara,ar_03,name,2,قدّم راتان جيوتي دراسة هندسة الصوت.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_03_run_02.wav,cpu,16000,8.6792,1.4755,4.112,0.3588,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:05,arabic,ar,facebook/mms-tts-ara,ar_03,name,3,قدّم راتان جيوتي دراسة هندسة الصوت.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_03_run_03.wav,cpu,16000,8.6792,1.5758,4.352,0.3621,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:06,arabic,ar,facebook/mms-tts-ara,ar_04,numbers,1,تم استلام دفعتك بقيمة ألفين وأربعمائة وخمسين روبية.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_04_run_01.wav,cpu,16000,8.6792,1.8744,6.8,0.2756,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:09,arabic,ar,facebook/mms-tts-ara,ar_04,numbers,2,تم استلام دفعتك بقيمة ألفين وأربعمائة وخمسين روبية.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_04_run_02.wav,cpu,16000,8.6792,2.7712,7.44,0.3725,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:11,arabic,ar,facebook/mms-tts-ara,ar_04,numbers,3,تم استلام دفعتك بقيمة ألفين وأربعمائة وخمسين روبية.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_04_run_03.wav,cpu,16000,8.6792,2.0934,6.96,0.3008,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:13,arabic,ar,facebook/mms-tts-ara,ar_05,long,1,قبل إكمال طلبك، يرجى التحقق من عنوان بريدك الإلكتروني ورقم حسابك.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_05_run_01.wav,cpu,16000,8.6792,2.1389,9.232,0.2317,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:15,arabic,ar,facebook/mms-tts-ara,ar_05,long,2,قبل إكمال طلبك، يرجى التحقق من عنوان بريدك الإلكتروني ورقم حسابك.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_05_run_02.wav,cpu,16000,8.6792,2.0364,8.816,0.231,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:18,arabic,ar,facebook/mms-tts-ara,ar_05,long,3,قبل إكمال طلبك، يرجى التحقق من عنوان بريدك الإلكتروني ورقم حسابك.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\arabic\ar_05_run_03.wav,cpu,16000,8.6792,2.2442,9.184,0.2444,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:42,hindi,hi,facebook/mms-tts-hin,hi_01,normal,1,"नमस्ते, इन्फिनिया में आपका स्वागत है। मैं आपकी कैसे सहायता कर सकता हूँ?",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_01_run_01.wav,cpu,16000,9.0098,1.7916,5.744,0.3119,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:44,hindi,hi,facebook/mms-tts-hin,hi_01,normal,2,"नमस्ते, इन्फिनिया में आपका स्वागत है। मैं आपकी कैसे सहायता कर सकता हूँ?",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_01_run_02.wav,cpu,16000,9.0098,1.6528,5.456,0.3029,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:45,hindi,hi,facebook/mms-tts-hin,hi_01,normal,3,"नमस्ते, इन्फिनिया में आपका स्वागत है। मैं आपकी कैसे सहायता कर सकता हूँ?",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_01_run_03.wav,cpu,16000,9.0098,1.6745,5.52,0.3034,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:47,hindi,hi,facebook/mms-tts-hin,hi_02,latency,1,आपकी बैठक कल सुबह के लिए तय हो गई है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_02_run_01.wav,cpu,16000,9.0098,1.2539,3.76,0.3335,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:48,hindi,hi,facebook/mms-tts-hin,hi_02,latency,2,आपकी बैठक कल सुबह के लिए तय हो गई है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_02_run_02.wav,cpu,16000,9.0098,1.2063,3.712,0.325,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:49,hindi,hi,facebook/mms-tts-hin,hi_02,latency,3,आपकी बैठक कल सुबह के लिए तय हो गई है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_02_run_03.wav,cpu,16000,9.0098,1.2334,3.504,0.352,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:50,hindi,hi,facebook/mms-tts-hin,hi_03,name,1,रतन ज्योति ने वॉइस इंजीनियरिंग केस स्टडी जमा की।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_03_run_01.wav,cpu,16000,9.0098,1.0866,3.472,0.313,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:51,hindi,hi,facebook/mms-tts-hin,hi_03,name,2,रतन ज्योति ने वॉइस इंजीनियरिंग केस स्टडी जमा की।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_03_run_02.wav,cpu,16000,9.0098,1.2379,3.728,0.3321,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:53,hindi,hi,facebook/mms-tts-hin,hi_03,name,3,रतन ज्योति ने वॉइस इंजीनियरिंग केस स्टडी जमा की।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_03_run_03.wav,cpu,16000,9.0098,1.2242,3.6,0.3401,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:54,hindi,hi,facebook/mms-tts-hin,hi_04,numbers,1,आपका दो हजार चार सौ पचास रुपये का भुगतान प्राप्त हो गया है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_04_run_01.wav,cpu,16000,9.0098,1.3974,4.464,0.313,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:55,hindi,hi,facebook/mms-tts-hin,hi_04,numbers,2,आपका दो हजार चार सौ पचास रुपये का भुगतान प्राप्त हो गया है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_04_run_02.wav,cpu,16000,9.0098,1.441,4.304,0.3348,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:57,hindi,hi,facebook/mms-tts-hin,hi_04,numbers,3,आपका दो हजार चार सौ पचास रुपये का भुगतान प्राप्त हो गया है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_04_run_03.wav,cpu,16000,9.0098,1.3875,4.432,0.3131,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:55:58,hindi,hi,facebook/mms-tts-hin,hi_05,code_mixed,1,आपकी ऑनलाइन मीटिंग कल सुबह दस बजे निर्धारित है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_05_run_01.wav,cpu,16000,9.0098,1.4797,4.512,0.3279,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:56:00,hindi,hi,facebook/mms-tts-hin,hi_05,code_mixed,2,आपकी ऑनलाइन मीटिंग कल सुबह दस बजे निर्धारित है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_05_run_02.wav,cpu,16000,9.0098,1.4796,4.272,0.3464,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-14 23:56:01,hindi,hi,facebook/mms-tts-hin,hi_05,code_mixed,3,आपकी ऑनलाइन मीटिंग कल सुबह दस बजे निर्धारित है।,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\hindi\hi_05_run_03.wav,cpu,16000,9.0098,1.4891,4.56,0.3266,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:30,english,en,facebook/mms-tts-eng,en_01,normal,1,"Hello, welcome to Infinia. How can I help you today?",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_01_run_01.wav,cpu,16000,16.6255,1.0018,3.984,0.2514,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:31,english,en,facebook/mms-tts-eng,en_01,normal,2,"Hello, welcome to Infinia. How can I help you today?",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_01_run_02.wav,cpu,16000,16.6255,0.9629,4.0,0.2407,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:32,english,en,facebook/mms-tts-eng,en_01,normal,3,"Hello, welcome to Infinia. How can I help you today?",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_01_run_03.wav,cpu,16000,16.6255,0.9169,3.84,0.2388,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:33,english,en,facebook/mms-tts-eng,en_02,latency,1,Your appointment is confirmed for tomorrow morning.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_02_run_01.wav,cpu,16000,16.6255,0.9292,3.984,0.2332,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:34,english,en,facebook/mms-tts-eng,en_02,latency,2,Your appointment is confirmed for tomorrow morning.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_02_run_02.wav,cpu,16000,16.6255,0.9168,3.744,0.2449,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:35,english,en,facebook/mms-tts-eng,en_02,latency,3,Your appointment is confirmed for tomorrow morning.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_02_run_03.wav,cpu,16000,16.6255,0.908,3.792,0.2394,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:36,english,en,facebook/mms-tts-eng,en_03,name,1,Ratan Jyoti submitted the voice engineering case study.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_03_run_01.wav,cpu,16000,16.6255,1.1916,4.448,0.2679,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:37,english,en,facebook/mms-tts-eng,en_03,name,2,Ratan Jyoti submitted the voice engineering case study.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_03_run_02.wav,cpu,16000,16.6255,0.9305,3.792,0.2454,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:38,english,en,facebook/mms-tts-eng,en_03,name,3,Ratan Jyoti submitted the voice engineering case study.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_03_run_03.wav,cpu,16000,16.6255,1.0813,4.304,0.2512,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:40,english,en,facebook/mms-tts-eng,en_04,numbers,1,Your payment of two thousand four hundred fifty rupees was received.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_04_run_01.wav,cpu,16000,16.6255,1.2282,4.752,0.2585,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:41,english,en,facebook/mms-tts-eng,en_04,numbers,2,Your payment of two thousand four hundred fifty rupees was received.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_04_run_02.wav,cpu,16000,16.6255,1.2051,4.72,0.2553,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:42,english,en,facebook/mms-tts-eng,en_04,numbers,3,Your payment of two thousand four hundred fifty rupees was received.,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_04_run_03.wav,cpu,16000,16.6255,1.1725,4.704,0.2493,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:43,english,en,facebook/mms-tts-eng,en_05,long,1,"Before completing your request, please verify your registered email address and account number.",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_05_run_01.wav,cpu,16000,16.6255,1.4874,6.032,0.2466,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:45,english,en,facebook/mms-tts-eng,en_05,long,2,"Before completing your request, please verify your registered email address and account number.",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_05_run_02.wav,cpu,16000,16.6255,1.7442,6.576,0.2652,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
2026-07-15 11:03:47,english,en,facebook/mms-tts-eng,en_05,long,3,"Before completing your request, please verify your registered email address and account number.",E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\mms\english\en_05_run_03.wav,cpu,16000,16.6255,1.4506,5.904,0.2457,3.11.7,2.8.0+cpu,Windows-10-10.0.26200-SP0,True,
melotts,myshell-ai/MeloTTS-English,english,en_01,"Hello, welcome to Infinia. How can I help you today?",EN-Default,cpu,success,5.0640833,28.4170055,3.1614739229024944,8.988530727437043,44100,1,0.0775303970718733,0.553253173828125,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\melotts\english\en_01_melotts.wav,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\evidence\result_snapshots\melotts\en_01_melotts.json,
melotts,myshell-ai/MeloTTS-English,english,en_02,Fast response time is important for natural voice conversations.,EN-Default,cpu,success,5.0640833,6.005094700000001,4.067052154195012,1.4765226685883461,44100,1,0.06452965591167488,0.70025634765625,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\melotts\english\en_02_melotts.wav,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\evidence\result_snapshots\melotts\en_02_melotts.json,
melotts,myshell-ai/MeloTTS-English,english,en_03,"My name is Alex, and I will assist you with your request.",EN-Default,cpu,success,5.0640833,3.8187111000000016,3.1034240362811794,1.2304831873945101,44100,1,0.060001967671653125,0.524383544921875,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\melotts\english\en_03_melotts.wav,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\evidence\result_snapshots\melotts\en_03_melotts.json,
melotts,myshell-ai/MeloTTS-English,english,en_04,"Your order number is five eight two four, and it will arrive on July twenty first.",EN-Default,cpu,success,5.0640833,5.821954699999999,4.51984126984127,1.2880883093942053,44100,1,0.055973724786200184,0.38189697265625,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\melotts\english\en_04_melotts.wav,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\evidence\result_snapshots\melotts\en_04_melotts.json,
melotts,myshell-ai/MeloTTS-English,english,en_05,Thank you for contacting customer support. I have reviewed your request and will explain the next steps clearly.,EN-Default,cpu,success,5.0640833,7.701438000000003,6.029138321995465,1.2773695988867373,44100,1,0.05059530768945463,0.522552490234375,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\melotts\english\en_05_melotts.wav,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\evidence\result_snapshots\melotts\en_05_melotts.json,
neutts,Nano Q8,english,neutts_20260716_101904,"Hello, welcome to Infinia. I am ready to help you with your request today.",Ratan Neutral,cpu,failed,,,,,,,,,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\neutts\english\20260716_101904_ratan_neutral_nano_q8.wav,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\evidence\result_snapshots\neutts\20260716_101904_ratan_neutral_nano_q8.json,"The NeuTTS package is not installed in .venv-neutts. The requested pip package 'neutts[all]' was not available from the configured package index. Install the official NeuTTS package or source checkout, then rerun this script."
neutts,Air Q8,english,neutts_20260717_122254,Good Morning!!! We have a great news for you.,Ratan Expressive,cpu,failed,,,,,,,,,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\neutts\english\20260717_122254_ratan_expressive_air_q8.wav,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\evidence\result_snapshots\neutts\20260717_122254_ratan_expressive_air_q8.json,Unexpected UTF-8 BOM (decode using utf-8-sig): line 1 column 1 (char 0)
neutts,Air Q8,english,neutts_20260717_122306,Good Morning!!! We have a great news for you.,Ratan Expressive,cpu,failed,,,,,,,,,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\outputs\neutts\english\20260717_122306_ratan_expressive_air_q8.wav,E:\NEW_genai_projects\TTS_voice\infinia-voice-case-study\evidence\result_snapshots\neutts\20260717_122306_ratan_expressive_air_q8.json,Unexpected UTF-8 BOM (decode using utf-8-sig): line 1 column 1 (char 0)
